Al-Farouq Aminu,per_minute.2016,25,POR,NBA,SF,11,11,372,5.4,12.4,0.438,2.7,6.8,0.4,2.7,5.6,0.483,2,2.8,0.724,2.2,7,9.2,1.9,0.8,1,2,3,15.6
Al-Farouq Aminu,per_minute.2017,26,POR,NBA,PF,4,0,113,5.4,11.8,0.459,2.2,5.4,0.412,3.2,6.4,0.5,2.2,3.5,0.636,1.6,6.7,8.3,1.3,1,1.3,2.9,2.9,15.3
Al-Farouq Aminu,per_minute.2018,27,POR,NBA,PF,4,4,131,7.4,14.3,0.519,3.6,8.2,0.433,3.8,6,0.636,0.5,0.5,1,3.3,6.6,9.9,1.4,1.1,0.5,1.6,2.2,19
Al-Farouq Aminu,per_minute.2019,28,POR,NBA,PF,16,16,399,3.4,9.8,0.349,1.4,4.6,0.294,2.1,5.2,0.397,2.4,3.2,0.75,2.6,6.4,9,1.9,0.8,0.9,1.4,3.1,10.6
Justin Anderson,per_minute.2016,22,DAL,NBA,SF,5,1,95,6.4,14,0.459,1.5,4.9,0.308,4.9,9.1,0.542,3.4,5.3,0.643,3.4,4.2,7.6,2.7,1.5,1.1,1.9,4.5,17.8
Justin Anderson,per_minute.2018,24,PHI,NBA,SF,7,0,33,3.3,8.7,0.375,2.2,7.6,0.286,1.1,1.1,1,0,0,,1.1,8.7,9.8,0,1.1,0,2.2,8.7,8.7
Kyle Anderson,per_minute.2016,22,SAS,NBA,SF,10,0,129,2.2,7,0.32,0.3,0.8,0.333,2,6.1,0.318,1.7,2,0.857,0.6,6.1,6.7,2,1.7,0.8,1.1,3.1,6.4
Kyle Anderson,per_minute.2017,23,SAS,NBA,SF,15,1,195,6.6,11.8,0.563,0.6,1.8,0.3,6.1,10,0.611,1.5,2,0.727,2.2,6.3,8.5,4.6,1.8,0.4,1.3,1.5,15.3
Kyle Anderson,per_minute.2018,24,SAS,NBA,SF,5,1,73,5.9,9.9,0.6,0,2,0,5.9,7.9,0.75,1.5,2,0.75,2.5,3.9,6.4,1.5,3,0.5,1.5,4.9,13.3
Ryan Anderson,per_minute.2010,21,ORL,NBA,PF,9,0,89,3.6,11.7,0.31,1.6,5.7,0.286,2,6.1,0.333,0.4,0.4,1,3.2,9.3,12.5,1.2,0.8,0.8,2,4.9,9.3
Ryan Anderson,per_minute.2011,22,ORL,NBA,PF,6,0,147,2,7.3,0.267,1.5,4.9,0.3,0.5,2.4,0.2,1.5,1.5,1,2.4,4.2,6.6,0.7,1.2,0.2,0.2,3.9,6.9
Ryan Anderson,per_minute.2012,23,ORL,NBA,PF,5,5,172,3.1,9.2,0.341,2.5,6.3,0.4,0.6,2.9,0.214,1.3,1.5,0.857,1.9,2.9,4.8,0.8,0.6,0.4,1.9,4.6,10
Ryan Anderson,per_minute.2015,26,NOP,NBA,PF,4,0,95,6.1,13.6,0.444,1.9,4.5,0.417,4.2,9.1,0.458,2.3,2.3,1,2.7,3.8,6.4,3.4,0,0.8,1.5,4.5,16.3
