Deyonta Davis,per_game.2017,20,MEM,NBA,C,3,0,3.7,1,1.7,0.6,0,0,,1,1.7,0.6,0.6,0.3,0.7,0.5,0.7,1,1.7,0,0,0,0,0.7,2.3
Ed Davis,per_game.2013,23,MEM,NBA,PF,8,0,6,0.6,1.5,0.417,0,0,,0.6,1.5,0.417,0.417,0.4,0.5,0.75,0.5,0.9,1.4,0,0,0.1,0.3,0.9,1.6
Ed Davis,per_game.2014,24,MEM,NBA,PF,7,0,3.6,0.4,1.4,0.3,0,0,,0.4,1.4,0.3,0.3,0,0.1,0,1.1,1,2.1,0,0.1,0.4,0.3,0.3,0.9
Ed Davis,per_game.2016,26,POR,NBA,PF,11,0,18.6,1.9,3.6,0.525,0,0.2,0,1.9,3.5,0.553,0.525,1.7,3,0.576,2.4,4.5,6.8,1.3,0.2,0.6,0.9,3,5.5
Ed Davis,per_game.2018,28,POR,NBA,C,4,0,17.8,1.3,2.5,0.5,0,0,,1.3,2.5,0.5,0.5,0.3,1,0.25,1.3,6.8,8,0,0,0.3,1,1.8,2.8
Ed Davis,per_game.2019,29,BRK,NBA,C,3,0,13.7,2.3,3.3,0.7,0,0,,2.3,3.3,0.7,0.7,0.7,0.7,1,1.3,5,6.3,0.7,0,0.3,0,3,5.3
DeMar DeRozan,per_game.2014,24,TOR,NBA,SG,7,7,40.3,6.4,16.7,0.385,0.9,2.6,0.333,5.6,14.1,0.394,0.41,10.1,11.3,0.899,0.4,3.7,4.1,3.6,1.1,0.3,2.6,3.3,23.9
DeMar DeRozan,per_game.2015,25,TOR,NBA,SG,4,4,39.8,8,20,0.4,0.8,2,0.375,7.3,18,0.403,0.419,3.5,4.3,0.824,1.3,5,6.3,5.8,1.5,0,2.5,3,20.3
DeMar DeRozan,per_game.2016,26,TOR,NBA,SG,20,20,37.3,7.9,19.9,0.394,0.2,1.3,0.154,7.7,18.6,0.411,0.399,5,6.2,0.813,0.7,3.5,4.2,2.7,1.1,0.2,2.3,2.6,20.9
DeMar DeRozan,per_game.2017,27,TOR,NBA,SG,10,10,37.3,7.6,17.5,0.434,0.1,1.5,0.067,7.5,16,0.469,0.437,7.1,8,0.888,0.4,4.5,4.9,3.4,1.4,0,2.5,2.6,22.4
DeMar DeRozan,per_game.2018,28,TOR,NBA,SG,10,10,35.4,8.7,19.9,0.437,1,3.5,0.286,7.7,16.4,0.47,0.462,4.3,5.3,0.811,0.6,3,3.6,4,0.5,0.6,2.3,2.4,22.7
DeMar DeRozan,per_game.2019,29,SAS,NBA,SG,7,7,35.9,8.3,17,0.487,0,0.1,0,8.3,16.9,0.492,0.487,5.4,6.3,0.864,1.4,5.3,6.7,4.6,1.1,0.1,1.7,2.3,22
Dewayne Dedmon,per_game.2017,27,SAS,NBA,C,12,3,8.1,1.2,1.9,0.609,0,0,,1.2,1.9,0.609,0.609,1.4,2.7,0.531,1.8,2.2,3.9,0.3,0.2,0.3,0.7,1.3,3.8
Sam Dekker,per_game.2017,22,HOU,NBA,PF,4,0,7.8,0.8,3,0.25,0.8,1.5,0.5,0,1.5,0,0.375,0,0,,1.3,1.3,2.5,0.3,0.3,0.3,0,0.5,2.3
Malcolm Delaney,per_game.2017,27,ATL,NBA,PG,1,0,3,3,3,1,1,1,1,2,2,1,1.167,1,2,0.5,0,1,1,0,0,0,0,0,8
Matthew Dellavedova,per_game.2015,24,CLE,NBA,SG,20,7,24.9,2.4,6.8,0.346,1.2,3.8,0.316,1.2,3,0.383,0.434,1.3,1.6,0.781,0.5,1.6,2.1,2.7,0.5,0,1.8,2.6,7.2
Matthew Dellavedova,per_game.2016,25,CLE,NBA,PG,20,0,12.1,1.3,3.7,0.351,0.4,1.6,0.258,0.9,2.2,0.419,0.405,0.9,1.2,0.75,0.2,0.6,0.8,2.8,0.1,0.1,0.7,1.6,3.9
Matthew Dellavedova,per_game.2017,26,MIL,NBA,PG,6,0,26.5,2.7,6.8,0.39,1,2.7,0.375,1.7,4.2,0.4,0.463,1.3,1.7,0.8,0.2,1.8,2,2,0.2,0,1.2,0.8,7.7
Matthew Dellavedova,per_game.2018,27,MIL,NBA,PG,6,0,13,0.7,2,0.333,0.3,1.5,0.222,0.3,0.5,0.667,0.417,0.3,0.3,1,0.2,0.7,0.8,2.7,0.3,0,1,1,2
Cheick Diallo,per_game.2018,21,NOP,NBA,PF,7,0,6.9,0.7,1.7,0.417,0,0,,0.7,1.7,0.417,0.417,0,0,,0.6,0.7,1.3,0,0.1,0.1,0.1,1.3,1.4
